[lrno],[vesselname],[owner],[shipmanager],[operator],[flag],[dwt],[loa],[breadth],[depth],[statdecode]
9669031,MORNING PILOT,2611 International SA,EUKOR Car Carriers Inc,EUKOR Car Carriers Inc,MAI,22675,199.89999389648438,35.400001525878906,35.490001678466797,Vehicles Carrier
9122942,GLOVIS COMET,Hyundai Glovis Co Ltd,Haeyoung Maritime Serv Co Ltd,Hyundai Glovis Co Ltd,KRS,21421,199.97999572753906,32.259998321533203,32.090000152587891,Vehicles Carrier
9391581,CSCC ASIA,Asia Maritime Ltd,Ray Car Carriers Ltd,China Shipping Car Carrier Inc,BAH,21037,199.89999389648438,32.259998321533203,32.639999389648438,Vehicles Carrier
9293911,FELICITY ACE,Snowscape Car Carriers SA,MOLSHIP,Mitsui OSK Lines Ltd,PAN,17738,199.99000549316406,32.259998321533203,34.409999847412109,Vehicles Carrier
9056296,GEMINI LEADER,Yashi Maritima SA,Yashi Maritima SA,Yashi Maritima SA,PAN,14930,180.0,32.259998321533203,34.5,Vehicles Carrier
9293894,FIRMAMENT ACE,Aurora Car Maritime Trans SA,MOLSHIP,Mitsui OSK Lines Ltd,BAH,17713,199.99000549316406,32.259998321533203,34.409999847412109,Vehicles Carrier
9293909,GLOVIS CONDUCTOR,SFL Conductor Inc,OSM Ship Management Pte Ltd,Hyundai Glovis Co Ltd,PAN,17709,199.99000549316406,32.259998321533203,34.409999847412109,Vehicles Carrier
8709119,GMT POLARIS,Link Ocean Shipping SA,Doriko Ltd,Hyundai Glovis Co Ltd,PAN,9694,174.0,28.010000228881836,27.360000610351563,Vehicles Carrier
8705307,GOLDEN ARROW,Lychee Maritime SA,RCL Shipmanagement Pte Ltd,Meiko Marine,PAN,7021,136.66000366210938,20.010000228881836,14.050000190734863,Vehicles Carrier
8511263,GOLDEN FAN,Jafett Shipping Inc,Kawasaki Kisen Kaisha Ltd,Kawasaki Kisen Kaisha Ltd,PAN,11241,162.33999633789063,26.809999465942383,23.399999618530273,Vehicles Carrier
9426374,PLEIADES LEADER,Strawberry Leasing Ltd,NYK Line,NYK Line,JPN,21462,199.94000244140625,32.259998321533203,34.799999237060547,Vehicles Carrier
9267663,GRAND EAGLE,Dynamic Twinkle Shipping,Cido Shipping HK Co Ltd,Cido Car Carrier Service Co,PAN,19048,199.5,32.259998321533203,35.799999237060547,Vehicles Carrier
8309579,TAGUS,Wilhelmsen Lines Shipowning AS,Wilhelmsen Lines Car Carrier,Wallenius Wilhelmsen Logistics,NIS,21900,195.30000305175781,32.259998321533203,21.700000762939453,Vehicles Carrier
9673381,HOEGH JEDDAH,LH Shiplease 1 AS,Hoegh Autoliners AS,Hoegh Autoliners AS,NIS,20407,199.947998046875,32.259998321533203,32.569999694824219,Vehicles Carrier
9377511,TIJUCA,Wilhelmsen Lines Shipowning,Wilhelmsen Ship Management AS,Wallenius Wilhelmsen Logistics,NIS,30089,231.60000610351563,32.259998321533203,34.700000762939453,Vehicles Carrier
8016550,MEDEA,Wallenius Lines Singapore,Wallenius Marine Singapore Pte,Wallenius Wilhelmsen Logistics,SNG,28566,198.0,32.25,31.200000762939453,Vehicles Carrier
9338694,MORNING CHARLOTTE,Los Halillos Shipping Co SA,Shoei Kisen Kaisha Ltd,EUKOR Car Carriers Inc,PAN,22578,199.94000244140625,32.259998321533203,34.799999237060547,Vehicles Carrier
8709121,CITY OF BEIRUT,Byblos Maritime Ltd,Abou Merhi Lines SAL,Abou Merhi Lines SAL,PAN,9694,174.0,28.010000228881836,27.360000610351563,Vehicles Carrier
9360568,DREAM ORCHID,Dynamic Wave Shipping SA,Cido Shipping HK Co Ltd,Cido Car Carrier Service Co,PAN,15097,186.02999877929688,28.200000762939453,29.430000305175781,Vehicles Carrier
9303558,HOEGH CHIBA,Hoegh Autoliners Shipping AS,Hoegh Autoliners AS,Hoegh Autoliners AS,NIS,19670,199.10000610351563,32.200000762939453,34.099998474121094,Vehicles Carrier
9070462,K. ASIAN BEAUTY,AB Maritime SA-PAN,Korea Line Corp,Hyundai Glovis Co Ltd,PAN,13308,184.69999694824219,30.600000381469727,19.319999694824219,Vehicles Carrier
9381677,ORCHID ACE,Mitsui OSK Lines Ltd,MOLSHIP,Mitsui OSK Lines Ltd,JPN,17289,199.99000549316406,32.259998321533203,34.259998321533203,Vehicles Carrier
9355185,PRIMROSE ACE,Polar Express SA,Mitsui OSK Lines Ltd,Mitsui OSK Lines Ltd,LIB,17339,199.99000549316406,32.259998321533203,34.259998321533203,Vehicles Carrier
9451006,MEDITERRANEAN SEA,Mediterranean Sea,Sunship Schiffahrtskontor KG,Sunship Schiffahrtskontor KG,ABB,14774,182.80000305175781,31.5,31.799999237060547,Vehicles Carrier
9047996,HARMONY ACE,Trident Car Transport,Wilhelmsen Ship Mgmt Sdn Bhd,Mitsui OSK Lines Ltd,PAN,14110,180.0,32.200000762939453,32.669998168945313,Vehicles Carrier
9318503,ISTRA ACE,Istra Maritime Ltd,Ray Car Carriers Ltd,Mitsui OSK Lines Ltd,BAH,12200,176.0,31.100000381469727,30.0,Vehicles Carrier
9181558,LEO LEADER,Scorpio Carriers Ltd-Liberia,Wilhelmsen Ship Mgmt Sdn Bhd,NYK Line,PAN,22733,199.89999389648438,32.259998321533203,34.549999237060547,Vehicles Carrier
9367592,MORNING NINNI,Ocean PCTC Pte Ltd,United Ocean Ship Mgmt Pte Ltd,EUKOR Car Carriers Inc,SNG,17372,179.89999389648438,32.200000762939453,34.799999237060547,Vehicles Carrier
9668506,NEPTUNE THALASSA,Epicurus Navigation Co Ltd,Neptune Lines Shipping,Neptune Lines Shipping,GRC,11262,169.55000305175781,28.0,30.559999465942383,Vehicles Carrier
9491898,PATARA,Patara GmbH & Co KG,Laeisz Reederei,TB Marine-Hamburg GmbH,GEU,12755,182.92999267578125,31.489999771118164,31.799999237060547,Vehicles Carrier
8204963,TEXAS,Wilhelmsen Lines Shipowning AS,Wilhelmsen Ship Management AS,Wallenius Wilhelmsen Logistics,NIS,44080,262.07998657226563,32.259998321533203,21.010000228881836,Vehicles Carrier
9209506,TRIUMPH ACE,Aurora Car Maritime Trans SA,Mitsui OSK Lines Ltd,Mitsui OSK Lines Ltd,PAN,20131,199.94000244140625,32.200000762939453,33.740001678466797,Vehicles Carrier
9032331,MALAYSIA STAR,HKK Jaya Sdn Bhd,HKK Jaya Sdn Bhd,Eastern Car Liner Ltd,MAL,9313,151.60000610351563,21.0,8.6999998092651367,Vehicles Carrier
8131128,NUSANTARA SEJATI,Putra Sejati,Putra Sejati,Putra Sejati,IDA,7200,131.69999694824219,19.389999389648438,11.600000381469727,Vehicles Carrier
9446881,ADRIA ACE,Adria Maritime Ltd,Ray Car Carriers Ltd,Mitsui OSK Lines Ltd,BAH,12300,176.0,31.100000381469727,30.030000686645508,Vehicles Carrier
9176606,ASIAN EMPIRE,EUKOR Car Carriers Inc,EUKOR Car Carriers Inc,EUKOR Car Carriers Inc,KRS,25765,228.80000305175781,32.259998321533203,32.090000152587891,Vehicles Carrier
8507664,CITY OF MUMBAI,Sinor Lines Pte Ltd,Hoegh Autoliners AS,Hoegh Autoliners AS,SNG,7894,157.50999450683594,27.010000228881836,27.149999618530273,Vehicles Carrier
9284776,GRAND PAVO,Dynamic Growth Marine SA,Cido Shipping HK Co Ltd,Cido Car Carrier Service Co,PAN,18376,199.89999389648438,32.259998321533203,35.799999237060547,Vehicles Carrier
9329473,MORNING CORNET,Tailwind Car Carriers Pte Ltd,EUKOR Car Carriers Inc,EUKOR Car Carriers Inc,SNG,20500,199.97999572753906,32.259998321533203,32.639999389648438,Vehicles Carrier
9445980,MORNING LADY,2053 International SA,EUKOR Car Carriers Inc,EUKOR Car Carriers Inc,PAN,27343,232.3800048828125,32.259998321533203,32.639999389648438,Vehicles Carrier
9367580,MORNING MARGARETA,United PCTC Pte Ltd,United Ocean Ship Mgmt Pte Ltd,EUKOR Car Carriers Inc,SNG,17386,179.89999389648438,32.200000762939453,34.799999237060547,Vehicles Carrier
9186950,STRAITS CHALLENGER,Souffle Shipholding SA,Wilhelmsen Ship Mgmt Sdn Bhd,NYK Line,MAL,17297,179.89999389648438,32.200000762939453,15.069999694824219,Vehicles Carrier
9051818,PEARL ACE,Prosper World Marine Co Ltd,Masumoto Shipping Co Ltd,Mitsui OSK Lines Ltd,PAN,15194,188.0,31.200000762939453,30.600000381469727,Vehicles Carrier
8822090,SUMATERA LEADER,NYK-SPIL Indororo PT,Salam Pacific Indonesia Lines,NYK Line Indonesia,IDA,2662,108.0,19.600000381469727,5.9600000381469727,Vehicles Carrier
9505053,TITANIA,Wilhelmsen Lines Shipowning,Wilhelmsen Ship Mgmt Sdn Bhd,Wallenius Wilhelmsen Logistics,MTA,30907,227.80000305175781,32.259998321533203,34.700000762939453,Vehicles Carrier
9505065,TUGELA,Wilhelmsen Lines Shipowning,Wilhelmsen Ship Mgmt Sdn Bhd,Wallenius Wilhelmsen Logistics,MTA,28837,229.99000549316406,32.25,34.700000762939453,Vehicles Carrier
9190858,VERONA,SCC Shipowning I AS,Siem Car Carriers AS,Siem Car Carriers AS,NIS,12778,176.69999694824219,31.100000381469727,28.0,Vehicles Carrier
9476733,ZEUS LEADER,Ship I/Ship II /Ship III /Ship,NYK Container Line Ltd,NYK Line,JPN,18697,199.89999389648438,32.259998321533203,34.520000457763672,Vehicles Carrier
