ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-09-01,207930.5426778864,253080.74382736578,403060.708250463,199487.08295095092,216263.89731034156,121287.96666869591,105531.80495370105,137220.89004235418,121287.96666869591,105531.80495370105,137220.89004235418,0.0,0.0,0.0,329218.50934658234
2015-10-01,208448.81919182886,32836.574462537574,178175.53150621566,199985.58734648122,216785.1150707358,-102078.6184149579,-122310.78842703653,-83123.78510427073,-102078.6184149579,-122310.78842703653,-83123.78510427073,0.0,0.0,0.0,106370.20077687096
2015-11-01,208984.3715895694,-11406.635998025704,140631.9892629264,200511.95887984513,217283.12741006375,-148121.75649740914,-166187.44327895876,-130808.4918595996,-148121.75649740914,-166187.44327895876,-130808.4918595996,0.0,0.0,0.0,60862.61509216027
2015-12-01,209502.64810351186,-26994.36204718204,126629.73693758178,201017.52112152035,217864.88139886214,-160129.9279801615,-178756.98979249515,-141486.58110005688,-160129.9279801615,-178756.98979249515,-141486.58110005688,0.0,0.0,0.0,49372.72012335036
2016-01-01,210038.20050125246,-22895.262403171495,125696.10833115136,201594.52337748825,218412.755390751,-159761.5478777918,-176407.014419222,-142159.83711025934,-159761.5478777918,-176407.014419222,-142159.83711025934,0.0,0.0,0.0,50276.65262346066
2016-02-01,210573.752898993,-28479.030125547095,123481.66385831052,202107.31496716593,218976.47318350777,-159465.70756041142,-173595.88528367228,-145261.4787585533,-159465.70756041142,-173595.88528367228,-145261.4787585533,0.0,0.0,0.0,51108.04533858158
2016-03-01,211074.7535291374,-15435.583520554132,136929.19547861925,202545.99354113033,219470.69495337812,-151570.36551236117,-165545.45393086522,-136627.2232685873,-151570.36551236117,-165545.45393086522,-136627.2232685873,0.0,0.0,0.0,59504.38801677624
2016-04-01,211610.30592687798,-965.1622038698976,149129.9133502203,203053.27287657314,220027.72408679608,-137203.87144333826,-154425.99805464974,-120296.45909414599,-137203.87144333826,-154425.99805464974,-120296.45909414599,0.0,0.0,0.0,74406.43448353972
2016-05-01,212128.58244082046,66412.91644771791,217901.3491734362,203516.03500238553,220587.60093358962,-66871.84120549106,-83474.71775835168,-50481.25614733277,-66871.84120549106,-83474.71775835168,-50481.25614733277,0.0,0.0,0.0,145256.74123532942
2016-06-01,212664.134838561,281240.1318065911,431060.23865484423,204010.69851567826,221107.97476777056,146803.81604417457,127549.42494221323,165961.7970415165,146803.81604417457,127549.42494221323,165961.7970415165,0.0,0.0,0.0,359467.95088273555
2016-07-01,213182.41135250346,562870.9762039989,715856.9144709245,204480.7324078768,221667.52614453275,427570.1843556898,409481.58458648826,445446.820307407,427570.1843556898,409481.58458648826,445446.820307407,0.0,0.0,0.0,640752.5957081933
2016-08-01,213717.96375024406,532228.4657045931,687119.331783485,205004.20903413297,222276.25258595205,394298.5407384015,376673.246766431,413308.07963907596,394298.5407384015,376673.246766431,413308.07963907596,0.0,0.0,0.0,608016.5044886456
2016-09-01,214253.5161479846,250057.93626384556,409677.19810856093,205640.12512117575,222804.4689922798,116394.26946118253,98193.41709369331,134447.2460335623,116394.26946118253,98193.41709369331,134447.2460335623,0.0,0.0,0.0,330647.7856091671
2016-10-01,214771.79266192706,30556.20924528332,184325.78784509824,206109.9265171094,223274.43384097694,-102176.76731822632,-117066.22623600464,-86388.39834982972,-102176.76731822632,-117066.22623600464,-86388.39834982972,0.0,0.0,0.0,112595.02534370073
2016-11-01,215307.34505966766,-15059.345086313102,128618.10610454062,206587.28069471644,223874.49495169037,-156845.4971855327,-174429.21365039275,-138705.3427998577,-156845.4971855327,-174429.21365039275,-138705.3427998577,0.0,0.0,0.0,58461.84787413495
2016-12-01,215825.62157361014,-26165.646514222903,122620.68677508947,207031.26650953252,224282.67580360253,-165167.51268697222,-180834.2044152619,-148562.58740809193,-165167.51268697222,-180834.2044152619,-148562.58740809193,0.0,0.0,0.0,50658.10888663793
2017-01-01,216361.17397135068,-18287.82670457538,131286.1859164526,207547.14809266228,224793.01922148542,-161026.05736687296,-178231.35989987216,-142815.60891229144,-161026.05736687296,-178231.35989987216,-142815.60891229144,0.0,0.0,0.0,55335.11660447772
2017-02-01,216896.72636909125,-18247.01175107282,129573.12061178272,208007.3367936457,225231.7629161049,-159878.18839663288,-181592.78227859814,-138731.71140884183,-159878.18839663288,-181592.78227859814,-138731.71140884183,0.0,0.0,0.0,57018.537972458376
2017-03-01,217380.45111543755,-10280.769855871804,136844.83034487898,208515.8042022998,225796.89202351452,-153680.90974456017,-165567.06184534973,-141782.17329530328,-153680.90974456017,-165567.06184534973,-141782.17329530328,0.0,0.0,0.0,63699.541370877385
2017-04-01,217916.00351317812,-761.7730385606701,152472.48977133547,209042.9703963185,226344.1179868642,-140342.79546172114,-153810.8217280914,-127242.81745234037,-140342.79546172114,-153810.8217280914,-127242.81745234037,0.0,0.0,0.0,77573.20805145698
2017-05-01,218434.2800271206,75647.73761879027,223248.5447414237,209587.02151488033,227033.3021316567,-67667.47046623281,-79962.93061142726,-54461.65733546094,-67667.47046623281,-79962.93061142726,-54461.65733546094,0.0,0.0,0.0,150766.8095608878
2017-06-01,218969.83242486118,294197.912044237,443982.9516108922,210070.78301035834,227567.26112931484,148760.60733398492,135077.66855712223,161680.7323849942,148760.60733398492,135077.66855712223,161680.7323849942,0.0,0.0,0.0,367730.43975884607
2017-07-01,219488.10893880363,571943.9695887154,725089.2805532638,210529.83661425777,228299.17280551334,432116.6403150737,420142.62590142514,444680.338908601,432116.6403150737,420142.62590142514,444680.338908601,0.0,0.0,0.0,651604.7492538773
2017-08-01,220023.6613365442,533853.3985623624,680556.7708648165,211015.8235906169,228900.35600908307,387148.14224139176,374459.5015831219,399882.5838694696,387148.14224139176,374459.5015831219,399882.5838694696,0.0,0.0,0.0,607171.803577936
2017-09-01,220559.21373428474,264024.7830701621,414953.83163608465,211494.27341973493,229459.66715062468,117935.97487821993,105112.0603232135,130817.45577121351,117935.97487821993,105112.0603232135,130817.45577121351,0.0,0.0,0.0,338495.1886125047
2017-10-01,221077.49024822723,47473.541039891235,191498.91043032534,211998.8670392118,230030.21560206453,-102255.14692968731,-113777.44063638894,-91031.69583997705,-102255.14692968731,-113777.44063638894,-91031.69583997705,0.0,0.0,0.0,118822.34331853992
2017-11-01,221613.0426459678,-6113.689527716758,144926.60898897704,212498.4221515615,230655.7852382407,-154001.99893064584,-165971.03050831618,-141011.5965584778,-154001.99893064584,-165971.03050831618,-141011.5965584778,0.0,0.0,0.0,67611.04371532195
2017-12-01,222131.31915991026,-15883.86292914979,132466.8199464297,212931.37941567923,231215.0573936577,-163458.0555198142,-175514.13069871743,-151387.2131249375,-163458.0555198142,-175514.13069871743,-151387.2131249375,0.0,0.0,0.0,58673.26364009606
2018-01-01,222666.87155765083,-14582.34413176238,132906.8612549767,213378.76858860094,231709.01190651022,-160550.67560283854,-173816.0326371192,-147299.20700204634,-160550.67560283854,-173816.0326371192,-147299.20700204634,0.0,0.0,0.0,62116.19595481228
2018-02-01,223202.4239553914,-8502.49696879465,137531.98888078373,213822.6321045474,232201.46266011207,-159678.82143080837,-174466.25666123445,-145133.5118703815,-159678.82143080837,-174466.25666123445,-145133.5118703815,0.0,0.0,0.0,63523.602524583024
2018-03-01,223686.1487017377,-4869.954052841683,143378.29230781985,214220.1906552149,232672.12112791048,-155818.23655694595,-170125.46066596717,-141822.6366749124,-155818.23655694595,-170125.46066596717,-141822.6366749124,0.0,0.0,0.0,67867.91214479174
2018-04-01,224221.70109947826,11446.630585486682,157275.89342519944,214667.75518132802,233171.93848336226,-143413.65001431567,-156964.23626551594,-130798.98163815145,-143413.65001431567,-156964.23626551594,-130798.98163815145,0.0,0.0,0.0,80808.05108516259
2018-05-01,224739.97761342075,78963.50173595414,230924.0014487019,215094.5331498552,233793.7161122857,-68320.01731547866,-82436.19391878645,-53732.77886442283,-68320.01731547866,-82436.19391878645,-53732.77886442283,0.0,0.0,0.0,156419.9602979421
2018-06-01,225275.5300111613,300648.2137979357,448158.63314784213,215541.25610958601,234471.3151635845,150786.23277399674,138355.92813818375,163250.87210080394,150786.23277399674,138355.92813818375,163250.87210080394,0.0,0.0,0.0,376061.762785158
2018-07-01,225793.80652510378,589865.9901756338,735279.8937594325,216027.87926015156,235121.10586141414,436430.3681393091,423402.32332177745,449462.0247761232,436430.3681393091,423402.32332177745,449462.0247761232,0.0,0.0,0.0,662224.1746644129
2018-08-01,226329.35892284437,533597.8474270856,684370.1327893961,216536.3656655158,235767.48604552413,379859.4007062074,367308.3955814608,391992.0055505823,379859.4007062074,367308.3955814608,391992.0055505823,0.0,0.0,0.0,606188.7596290518
2018-09-01,226864.9113205849,270563.94186647516,417438.7984064935,216976.26821568309,236459.13590918985,119565.9647616752,108354.05019762798,131471.7519783734,119565.9647616752,108354.05019762798,131471.7519783734,0.0,0.0,0.0,346430.8760822601
2018-10-01,227383.1878345274,54191.71050076638,196271.18468512598,217417.40085704855,237084.27273246055,-102222.6966458194,-115542.42192706525,-88578.70075636338,-102222.6966458194,-115542.42192706525,-88578.70075636338,0.0,0.0,0.0,125160.49118870801
2018-11-01,227918.74023226794,1028.3124706541535,149830.84467893443,217933.03032003247,237739.9163470615,-151092.89869704365,-162734.73522402596,-138660.44166742745,-151092.89869704365,-162734.73522402596,-138660.44166742745,0.0,0.0,0.0,76825.84153522429
2018-12-01,228437.01674621043,-10320.952966853096,139199.18233435706,218324.54158177695,238271.07920534143,-161777.82041075177,-176054.95338245248,-148374.9457246991,-161777.82041075177,-176054.95338245248,-148374.9457246991,0.0,0.0,0.0,66659.19633545866
2019-01-01,228972.569143951,-1742.4626106973199,143688.46350539886,218753.98833127285,238817.75362534838,-160128.76479583836,-173068.24357397007,-147572.51871068848,-160128.76479583836,-173068.24357397007,-147572.51871068848,0.0,0.0,0.0,68843.80434811264
2019-02-01,229508.12154169157,784.0306103959011,140953.82678722814,219259.46118389367,239312.78031497807,-159541.37204608915,-171005.98681497955,-148643.11219657175,-159541.37204608915,-171005.98681497955,-148643.11219657175,0.0,0.0,0.0,69966.74949560242
2019-03-01,229991.8462880379,-1916.9451724324495,154234.87171964205,219645.52479564692,239800.48898615644,-157978.67893687,-178200.53213852996,-138415.11320010747,-157978.67893687,-178200.53213852996,-138415.11320010747,0.0,0.0,0.0,72013.16735116788
2019-04-01,230527.3986857784,13264.55637392184,157093.35332618555,220072.95236580228,240410.61362935547,-146412.50199525215,-162995.143375782,-129091.7763489422,-146412.50199525215,-162995.143375782,-129091.7763489422,0.0,0.0,0.0,84114.89669052625
2019-05-01,231045.67519972092,86413.83634249894,240612.9334953263,220485.91843041818,241023.5501245743,-68830.94139686043,-88965.6755814696,-49456.06790291446,-68830.94139686043,-88965.6755814696,-49456.06790291446,0.0,0.0,0.0,162214.7338028605
2019-06-01,231581.22759746143,305839.09124482167,456205.8090010043,220924.81037769013,241574.8607071752,152873.682088619,136466.82727253108,168468.29443204816,152873.682088619,136466.82727253108,168468.29443204816,0.0,0.0,0.0,384454.9096860804
2019-07-01,232099.50411140395,596757.3014746282,744835.9894896845,221372.04125415304,242092.30344508498,440506.1622613801,422083.5111593609,457568.50670192327,440506.1622613801,422083.5111593609,457568.50670192327,0.0,0.0,0.0,672605.6663727841
2019-08-01,232635.05650914452,531910.4523637783,677320.5983388686,221815.72658035203,242758.8650532904,372441.3284033175,354631.1637493711,389230.8496573139,372441.3284033175,354631.1637493711,389230.8496573139,0.0,0.0,0.0,605076.384912462
2019-09-01,233170.60890688503,279982.23538090644,430540.494809618,222267.96521296515,243370.45344128908,121287.9666687085,105531.80495376966,137220.89004233092,121287.9666687085,105531.80495376966,137220.89004233092,0.0,0.0,0.0,354458.5755755935
2019-10-01,233688.88542082754,55550.513049286135,207005.20578755153,222705.76959410936,244031.26086933562,-102078.61841495022,-122310.78842701728,-83123.78510427664,-102078.61841495022,-122310.78842701728,-83123.78510427664,0.0,0.0,0.0,131610.26700587734
2019-11-01,234224.43781856814,17732.474867458986,155362.48479566802,223184.79194401696,244733.19543651456,-148121.75649738114,-166187.4432789322,-130808.49185957928,-148121.75649738114,-166187.4432789322,-130808.49185957928,0.0,0.0,0.0,86102.681321187
2019-12-01,234742.7143325106,287.32034107361795,152286.10245890898,223651.4674834683,245389.56797665256,-160129.92798012655,-178756.98979242067,-141486.58109997993,-160129.92798012655,-178756.98979242067,-141486.58109997993,0.0,0.0,0.0,74612.78635238405
2020-01-01,235278.2667302511,1057.7956709181424,145587.27093700587,224133.69887423472,246091.7631300265,-159761.54787779396,-176407.01441923715,-142159.8371102585,-159761.54787779396,-176407.01441923715,-142159.8371102585,0.0,0.0,0.0,75516.71885245715
2020-02-01,235813.81912799174,-1697.9481958838887,151401.23647428988,224619.2695353053,246781.53572814984,-159465.70756041052,-173595.88528368992,-145261.4787586301,-159465.70756041052,-173595.88528368992,-145261.4787586301,0.0,0.0,0.0,76348.11156758122
2020-03-01,236314.8197581361,12247.937880337868,164200.14217181675,225080.6573197116,247275.5452903632,-151570.36551237697,-165545.45393087997,-136627.22326865655,-151570.36551237697,-165545.45393087997,-136627.22326865655,0.0,0.0,0.0,84744.45424575912
2020-04-01,236850.37215587666,26021.66244730527,174690.60256488147,225566.35151070225,247778.20604582434,-137203.87144332254,-154425.99805460777,-120296.45909407994,-137203.87144332254,-154425.99805460777,-120296.45909407994,0.0,0.0,0.0,99646.50071255412
2020-05-01,237368.64866981914,96901.73466327024,248027.46920321783,226036.27764681433,248380.50340814888,-66871.84120547929,-83474.71775837983,-50481.25614732797,-66871.84120547929,-83474.71775837983,-50481.25614732797,0.0,0.0,0.0,170496.80746433986
2020-06-01,237904.2010675597,306594.7838612247,458382.9708129039,226525.24787995603,249015.59815285847,146803.8160442021,127549.4249422614,165961.79704151757,146803.8160442021,127549.4249422614,165961.79704151757,0.0,0.0,0.0,384708.01711176184
2020-07-01,238422.47758150217,594438.681126656,747804.899580849,226992.88164495476,249541.42814655433,427570.18435568764,409481.5845865219,445446.8203074084,427570.18435568764,409481.5845865219,445446.8203074084,0.0,0.0,0.0,665992.6619371898
2020-08-01,238958.02997924274,555668.5424534699,706117.3239277666,227482.4762278342,250187.00382940937,394298.54073842923,376673.24676644756,413308.0796391482,394298.54073842923,376673.24676644756,413308.0796391482,0.0,0.0,0.0,633256.570717672
2020-09-01,239493.5823769833,284427.04673085426,430934.497121906,228039.17712321872,250908.83016201368,116394.2694611986,98193.41709373725,134447.2460335929,116394.2694611986,98193.41709373725,134447.2460335929,0.0,0.0,0.0,355887.8518381819
2020-10-01,240011.85889092577,58955.610236477005,219601.24715375862,228586.61125373543,251561.45956363826,-102176.76731821334,-117066.22623596394,-86388.39834978893,-102176.76731821334,-117066.22623596394,-86388.39834978893,0.0,0.0,0.0,137835.0915727124
2020-11-01,240547.41128866634,6179.112137594017,157907.22491908443,229152.2931886027,252120.8610424556,-156845.49718554123,-174429.21365040215,-138705.3427998928,-156845.49718554123,-174429.21365040215,-138705.3427998928,0.0,0.0,0.0,83701.9141031251
2020-12-01,241065.6878026088,730.4586972394487,151092.3020183071,229699.72731911938,252749.72040424607,-165167.5126869969,-180834.20441529827,-148562.58740812456,-165167.5126869969,-180834.20441529827,-148562.58740812456,0.0,0.0,0.0,75898.1751156119
2021-01-01,241601.24020034936,3502.258811382575,155179.4578604508,230192.887323981,253382.7403853365,-161026.0573668655,-178231.35989990915,-142815.6089123006,-161026.0573668655,-178231.35989990915,-142815.6089123006,0.0,0.0,0.0,80575.18283348385
2021-02-01,242136.79259808993,11162.941074555136,154695.13675926364,230644.27432134797,254015.760366427,-159878.18839664356,-181592.78227855705,-138731.7114088489,-159878.18839664356,-181592.78227855705,-138731.7114088489,0.0,0.0,0.0,82258.60420144637
2021-03-01,242620.51734443626,15842.472751886093,158059.8836774868,231051.9787060665,254601.4504622792,-153680.90974454052,-165567.0618453019,-141782.1732953271,-153680.90974454052,-165567.0618453019,-141782.1732953271,0.0,0.0,0.0,88939.60759989574
2021-04-01,243156.06974217683,22920.819828284133,176496.120710205,231503.3657034335,255252.07582385835,-140342.79546170487,-153810.82172806555,-127242.8174523433,-140342.79546170487,-153810.82172806555,-127242.8174523433,0.0,0.0,0.0,102813.27428047196
2021-05-01,243674.3462561193,97411.12662655939,250051.246105379,231927.33729797346,255844.4512082563,-67667.47046620319,-79962.9306114038,-54461.65733535914,-67667.47046620319,-79962.9306114038,-54461.65733535914,0.0,0.0,0.0,176006.87578991608
2021-06-01,244209.89865385985,315682.4074373806,467924.38997422776,232312.64346639698,256420.39198492977,148760.60733394366,135077.66855704092,161680.73238490935,148760.60733394366,135077.66855704092,161680.73238490935,0.0,0.0,0.0,392970.5059878035
2021-07-01,244728.1751678023,604813.3207332592,753196.000039929,232716.2509652584,257057.48093326512,432116.64031508565,420142.6259013892,444680.3389085812,432116.64031508565,420142.6259013892,444680.3389085812,0.0,0.0,0.0,676844.8154828879
2021-08-01,245263.72756554288,558125.2939249206,703723.762660119,233192.0637302666,257692.40416502237,387148.1422413665,374459.5015831358,399882.58386943326,387148.1422413665,374459.5015831358,399882.58386943326,0.0,0.0,0.0,632411.8698069094
2021-09-01,245799.27996328348,290864.59906146384,439603.06210632506,233677.94957622184,258375.02670921746,117935.97487820509,105112.0603232369,130817.45577111913,117935.97487820509,105112.0603232369,130817.45577111913,0.0,0.0,0.0,363735.25484148855
2021-10-01,246317.55647722594,74100.6700605922,218514.27602081592,234117.60345100763,258949.45860645687,-102255.14692969839,-113777.4406363735,-91031.69583998225,-102255.14692969839,-113777.4406363735,-91031.69583998225,0.0,0.0,0.0,144062.40954752755
2021-11-01,246853.1088749665,19676.713908204387,163630.9783880158,234547.56601770152,259626.31405042688,-154001.99893062643,-165971.03050833207,-141011.5965585089,-154001.99893062643,-165971.03050833207,-141011.5965585089,0.0,0.0,0.0,92851.10994434007
2021-12-01,247371.38538890897,7053.741689914861,158816.62301272652,234975.74807109224,260292.40192304135,-163458.05551979403,-175514.13069868428,-151387.21312489366,-163458.05551979403,-175514.13069868428,-151387.21312489366,0.0,0.0,0.0,83913.32986911494
2021-12-02,247388.66127270702,-7517.921055829589,160828.89990113073,234991.6976351516,260314.60485212845,-170439.28527918115,-208441.10401537,-134892.43688738137,-170439.28527918115,-208441.10401537,-134892.43688738137,0.0,0.0,0.0,76949.37599352587
2021-12-03,247405.93715650513,-33151.41380165715,170297.59378857558,235007.64719921103,260336.80778121567,-177680.7454303901,-246553.39865867008,-107821.96997737637,-177680.7454303901,-246553.39865867008,-107821.96997737637,0.0,0.0,0.0,69725.19172611504
2021-12-04,247423.21304030318,-64460.97250835662,182281.47974577305,235023.5967632704,260359.01071030277,-184969.82054184776,-285450.4555371087,-85769.27680843436,-184969.82054184776,-285450.4555371087,-85769.27680843436,0.0,0.0,0.0,62453.39249845542
2021-12-05,247440.48892410132,-93938.68358092693,210267.0688794925,235039.54632732982,260381.21363939,-192094.36902275926,-325568.0306650299,-59008.10287956463,-192094.36902275926,-325568.0306650299,-59008.10287956463,0.0,0.0,0.0,55346.119901342056
2021-12-06,247457.76480789937,-130448.75128092727,218959.5738442258,235055.4958913892,260403.41656847709,-198849.4040545782,-364302.9786072017,-34077.78188710226,-198849.4040545782,-364302.9786072017,-34077.78188710226,0.0,0.0,0.0,48608.360753321176
2021-12-07,247475.04069169748,-161458.65163392783,244242.70193306243,235071.44545544861,260425.6194975643,-205043.46455466488,-403746.4237437894,-14259.582852716521,-205043.46455466488,-403746.4237437894,-14259.582852716521,0.0,0.0,0.0,42431.57613703259
2021-12-08,247492.31657549553,-195717.65129900633,259859.9323852154,235087.39501950797,260447.8224266514,-210504.481511473,-433319.59474623186,8988.594587352783,-210504.481511473,-433319.59474623186,8988.594587352783,0.0,0.0,0.0,36987.83506402254
2021-12-09,247509.5924592936,-219272.28977000836,287814.8974703457,235103.3445835674,260470.0253557386,-215084.96250961864,-460059.2630702475,31215.513167120283,-215084.96250961864,-460059.2630702475,31215.513167120283,0.0,0.0,0.0,32424.62994967497
2021-12-10,247526.86834309172,-242549.90139760927,308011.174566923,235119.29414762676,260492.22828482572,-218666.34007764736,-484669.34743925615,43145.44180014299,-218666.34007764736,-484669.34743925615,43145.44180014299,0.0,0.0,0.0,28860.528265444358
2021-12-11,247544.14422688982,-262470.67280822236,322925.0246997025,235135.24371168617,260514.43121391287,-221162.35690943382,-507221.3862456424,53939.01277182314,-221162.35690943382,-507221.3862456424,53939.01277182314,0.0,0.0,0.0,26381.787317456008
2021-12-12,247561.42011068788,-278816.2495072347,329782.9499974718,235151.19327574555,260536.63414299997,-222521.39214858258,-520089.2978098988,74064.91268594495,-222521.39214858258,-520089.2978098988,74064.91268594495,0.0,0.0,0.0,25040.02796210529
2021-12-13,247578.69599448598,-284041.4042887734,349888.7802466791,235167.14283980496,260558.8370720872,-222727.66680241187,-531074.9602513788,91434.50460201793,-222727.66680241187,-531074.9602513788,91434.50460201793,0.0,0.0,0.0,24851.029192074115
2021-12-14,247595.97187828404,-308250.34611110215,356079.1759556428,235183.09240386434,260581.0400011743,-221801.30190149604,-533120.694159886,99302.45940165536,-221801.30190149604,-533120.694159886,99302.45940165536,0.0,0.0,0.0,25794.66997678799
2021-12-15,247613.24776208212,-303061.3303418332,369924.49113645585,235198.98074280436,260603.2429302615,-219797.23913154996,-537327.6278458982,108244.87983430663,-219797.23913154996,-537327.6278458982,108244.87983430663,0.0,0.0,0.0,27816.00863053216
2021-12-16,247630.52364588022,-299257.58357662504,367878.90162449103,235213.74551938256,260625.4458593486,-216803.0692144567,-534484.4715007162,114459.25240353843,-216803.0692144567,-534484.4715007162,114459.25240353843,0.0,0.0,0.0,30827.45443142354
2021-12-17,247647.79952967833,-293100.0585959849,362249.28417415,235228.51029596076,260647.64878843582,-212935.8472060746,-531956.1537370619,111199.18841698299,-212935.8472060746,-531956.1537370619,111199.18841698299,0.0,0.0,0.0,34711.952323603735
2021-12-18,247665.07541347638,-294773.7850700129,359012.4124486691,235243.27507253893,260669.85171752292,-208338.00506309202,-530940.6436621608,107178.00588263133,-208338.00506309202,-530940.6436621608,107178.00588263133,0.0,0.0,0.0,39327.07035038437
2021-12-19,247682.35129727444,-283391.13981194666,372269.16801492794,235258.03984911714,260692.05464661,-203172.4993649281,-516235.14470463595,103581.85929016634,-203172.4993649281,-516235.14470463595,103581.85929016634,0.0,0.0,0.0,44509.851932346326
2021-12-20,247699.62718107252,-270271.2567610291,354744.0290655685,235272.80462569537,260714.2575756972,-197617.35510932977,-495616.5809088883,97236.14852812163,-197617.35510932977,-495616.5809088883,97236.14852812163,0.0,0.0,0.0,50082.272071742744
2021-12-21,247716.90306487057,-242522.24898193296,360999.23282764835,235287.56940227354,260736.46050478434,-191859.7843536677,-474243.0684130955,91655.53358209187,-191859.7843536677,-474243.0684130955,91655.53358209187,0.0,0.0,0.0,55857.11871120287
2021-12-22,247734.17894866873,-231918.7893145705,340961.59000538907,235302.33417885174,260758.66343387152,-186090.07060496262,-457409.6361710121,87472.52103554072,-186090.07060496262,-457409.6361710121,87472.52103554072,0.0,0.0,0.0,61644.10834370612
2021-12-23,247751.45483246678,-201107.50978733835,328593.0465660648,235317.09895542992,260780.86636295865,-180495.41592985546,-435518.50351935707,76566.86325522489,-180495.41592985546,-435518.50351935707,76566.86325522489,0.0,0.0,0.0,67256.03890261133
2021-12-24,247768.7307162649,-172723.76384202924,306070.6823493432,235333.48541876517,260803.0692920458,-175253.9475948659,-409023.9879826473,52726.73540384657,-175253.9475948659,-409023.9879826473,52726.73540384657,0.0,0.0,0.0,72514.783121399
2021-12-25,247786.00660006292,-148070.52336975117,307159.6696658331,235351.6835371178,260825.27222113294,-170529.0746943408,-375382.59366402385,31675.75215706171,-170529.0746943408,-375382.59366402385,31675.75215706171,0.0,0.0,0.0,77256.93190572213
2021-12-26,247803.28248386102,-122542.74028297023,268594.42975229886,235369.8816554705,260846.67330706303,-166464.3729034751,-343582.0871213304,13402.673768577588,-166464.3729034751,-343582.0871213304,13402.673768577588,0.0,0.0,0.0,81338.90958038592
2021-12-27,247820.55836765908,-85278.13625073414,257142.2546043949,235388.0797738231,260867.65384870573,-163179.15761657254,-309742.2416438159,-10341.09643136821,-163179.15761657254,-309742.2416438159,-10341.09643136821,0.0,0.0,0.0,84641.40075108653
2021-12-28,247837.83425145724,-55258.16317164587,233443.42381360364,235404.46691896403,260888.63439034842,-160764.8828819615,-280846.4517858499,-35035.60873864524,-160764.8828819615,-280846.4517858499,-35035.60873864524,0.0,0.0,0.0,87072.95136949574
2021-12-29,247855.1101352553,-28831.37614455292,206930.15286991486,235419.98731530158,260909.6149319911,-159282.47645602163,-251698.6389200546,-64421.39639876903,-159282.47645602163,-251698.6389200546,-64421.39639876903,0.0,0.0,0.0,88572.63367923367
2021-12-30,247872.38601905337,-9652.566152248319,186658.48900924728,235435.5077116392,260930.5954736339,-158760.6908394598,-219975.51087378623,-94711.25790456109,-158760.6908394598,-219975.51087378623,-94711.25790456109,0.0,0.0,0.0,89111.69517959357
2021-12-31,247889.66190285143,7290.752485671411,170135.30962427577,235451.02810797677,260951.57601527649,-159195.51729309256,-189979.86773994027,-127775.92563977806,-159195.51729309256,-189979.86773994027,-127775.92563977806,0.0,0.0,0.0,88694.14460975886
2022-01-01,247906.93778664953,17854.52555905545,164173.29388223914,235466.54850431439,260972.5565569193,-160550.67560282256,-173816.03263711865,-147299.20700198735,-160550.67560282256,-173816.03263711865,-147299.20700198735,0.0,0.0,0.0,87356.26218382697
2022-01-02,247924.21367044759,1249.7880611420114,166489.01038024935,235482.0689006519,260993.53709856197,-162759.1578507905,-203187.97799059493,-122051.85661890756,-162759.1578507905,-203187.97799059493,-122051.85661890756,0.0,0.0,0.0,85165.05581965708
2022-01-03,247941.48955424575,-16872.150316500472,182188.84899681667,235497.58929698955,261014.51764020466,-165725.77074203297,-237803.06370208954,-93562.3998392434,-165725.77074203297,-237803.06370208954,-93562.3998392434,0.0,0.0,0.0,82215.71881221278
2022-01-04,247958.76543804377,-57225.98869430382,209284.7555453035,235513.1096933271,261035.49818184736,-169330.58919078216,-271777.74825654307,-63515.08289209679,-169330.58919078216,-271777.74825654307,-63515.08289209679,0.0,0.0,0.0,78628.17624726161
2022-01-05,247976.04132184188,-83827.31898478276,235791.8815035871,235528.63008966472,261056.47872349015,-173433.20488837824,-307825.60767053923,-34569.13623592591,-173433.20488837824,-307825.60767053923,-34569.13623592591,0.0,0.0,0.0,74542.83643346364
2022-01-06,247993.31720563993,-113805.14696371199,250772.47543677877,235544.1504860023,261077.4592651328,-177877.62836230517,-343948.90858666046,-3312.753516291679,-177877.62836230517,-343948.90858666046,-3312.753516291679,0.0,0.0,0.0,70115.68884333476
2022-01-07,248010.59308943799,-147170.97499086912,284740.84404848627,235559.67088233985,261098.43980677542,-182497.68238436634,-378079.692538502,26704.57805237664,-182497.68238436634,-378079.692538502,26704.57805237664,0.0,0.0,0.0,65512.91070507164
2022-01-08,248027.8689732361,-187284.9969627909,302773.3980194562,235575.19127867746,261119.4203484182,-187122.70913504454,-407566.03109057754,54300.935312639165,-187122.70913504454,-407566.03109057754,54300.935312639165,0.0,0.0,0.0,60905.159838191554
2022-01-09,248045.1448570342,-197907.71525260832,324446.4050321411,235590.71167501502,261140.4008900609,-191583.4037708888,-436428.1337879007,77372.46661639473,-191583.4037708888,-436428.1337879007,77372.46661639473,0.0,0.0,0.0,56461.7410861454
2022-01-10,248062.42074083228,-233840.40458720826,341627.2347153226,235606.23207135263,261161.3814317036,-195717.5832627678,-460196.96954953147,102614.55662100848,-195717.5832627678,-460196.96954953147,102614.55662100848,0.0,0.0,0.0,52344.837478064495
